Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U9314;Epicerie sociale de Drancy;Epicerie sociale;31 bis avenue Marceau   93700 DRANCY;48.928393;2.435835;31BIS Avenue Marceau 93700 Drancy;0.85;housenumber;93029_6130_9e6803
U9315;Centre de distribution Dugny;Centre de Distribution Alimentaire;5 avenue Louis Lariviere   93440 DUGNY;48.952103;2.416482;5 Avenue Louis Larivière 93440 Dugny;0.91;housenumber;93030_5150_83ab2e
U9316;Centre de distribution Livry Gargan;Centre de Distribution Alimentaire;81 av du Colonel Fabien Centre Pierre Grandgirard  93190 LIVRY GARGAN;48.918756;2.51648;81 Avenue du Colonel Fabien 93190 Livry-Gargan;0.57;housenumber;93046_XXXX_9c91b1
U9317;Centre de distribution de Le Raincy;Centre de Distribution Alimentaire;25 allée du Jardin Anglais   93340 LE RAINCY;48.895078;2.51116;25 Allée du Jardin Anglais 93340 Le Raincy;0.93;housenumber;93062_XXXX_9dccd6
U9318;A DEFINIR;Centre de Distribution Alimentaire;249 rue de Meaux   93410 VAUJOURS;48.936496;2.581429;249 Rue de Meaux 93410 Vaujours;0.91;housenumber;93074_0320_07b1e3
U9401;Centre de distribution Vitry-sur-Seine;Centre de Distribution Alimentaire;138 rue Malleret Joinville BP 74  94403 Vitry-sur-Seine;48.780315;2.403714;138 Rue du Général Malleret-Joinville 94400 Vitry-sur-Seine;0.64;housenumber;94081_XXXX_5c456f
U9402;Centre de distribution Villeneuve-le-Roi;Centre de Distribution Alimentaire;41/43 rue du Maréchal Maunoury   94290 VILLENEUVE LE ROI;48.728613;2.41071;43 Rue du Maréchal Maunoury 94290 Villeneuve-le-Roi;0.87;housenumber;94077_0980_1fa26e
U9403;Centre distribution Le Plessis Trévise;Centre de Distribution Alimentaire;22 Avenue du général de Gaulle   94420 LE PLESSIS TREVISE;48.80898;2.576076;22 Avenue du Général de Gaulle 94420 Le Plessis-Trévise;0.92;housenumber;94059_0350_69518d
U9404;Centre de distribution Ivry sur Seine;Centre de Distribution Alimentaire;40 RUE JEAN JACQUES ROUSSEAU   94200 IVRY SUR SEINE;48.817653;2.394241;40 Rue Jean-Jacques Rousseau 94200 Ivry-sur-Seine;0.93;housenumber;94041_4740_b8df44
U95;DD de Val d'Oise;Distribution de chèques;1 BIS, Rue HENRI DUNANT   95460 EZANVILLE;49.035022;2.342539;1BIS Rue Henri Dunant 95460 Ézanville;0.84;housenumber;95229_0249_85a0cd
U9501;Distribution CAP Eaubonne;Distribution de chèques;7 Rue Jeanne Robillon   95600 EAUBONNE;48.993113;2.275855;7 Rue Jeanne Robillon 95600 Eaubonne;0.92;housenumber;95203_1040_c4c140
U9502;A DEFINIR;Accueil et Orientation;    ;;;;;;
U9503;Centre distribution Soisy ss Montmorency;Centre de Distribution Alimentaire;5 rue du jardin renard Residence Edmond Dobler  95230 SOISY SOUS MONTMORENCY;;;;;;
U9504;Centre de distribution d'Argenteuil;Centre de Distribution Alimentaire;2 rue Paul Vaillant-Couturier   95100 ARGENTEUIL;48.946532;2.25444;2 Rue Paul Vaillant Couturier 95100 Argenteuil;0.94;housenumber;95018_4070_741bb7
U9505;Accueil de jour d'Ezanville;Accueil de jour;1 BIS RUE HENRI DUNANT   95460 EZANVILLE;49.035022;2.342539;1BIS Rue Henri Dunant 95460 Ézanville;0.84;housenumber;95229_0249_85a0cd
U9506;Centre distribution St Brice S/Forêt;Centre de Distribution Alimentaire;79 rue de Paris   95350 Saint Brice S/Forêt;49.000914;2.355244;79 Rue de Paris 95350 Saint-Brice-sous-Forêt;0.85;housenumber;95539_0370_f8f1cc
U9507;Centre de distribution de Pontoise;Centre de Distribution Alimentaire;13 bis avenue ile de france   95300 PONTOISE;49.064778;2.093658;13BIS Avenue de l'Île de France 95300 Pontoise;0.78;housenumber;95500_0912_adf040
U9508;Centre de distribution de Bezons;Centre de Distribution Alimentaire;4 Allée des Tournesols   95870 BEZONS;48.930826;2.211766;4 Allée des Tournesols 95870 Bezons;0.92;housenumber;95063_XXXX_9a501c
U9509;Centre de distribution de Montmorency;Centre de Distribution Alimentaire;2 rue Corneille    ;43.699044;-1.069271;2 Rue Corneille 40100 Dax;0.55;housenumber;40088_XXXX_e204ed
U9510;Centre de distribution de Sarcelles;Centre de Distribution Alimentaire;12 Allée BERNARD PALISSY   95200 SARCELLES;48.97709;2.384219;12 Allée Bernard Palissy 95200 Sarcelles;0.92;housenumber;95585_0355_de8c09
U9511;Centre de distribution de Taverny;Centre de Distribution Alimentaire;4 Rue Gambetta   95150 TAVERNY;49.026981;2.21789;4 Rue Gambetta 95150 Taverny;0.92;housenumber;95607_0420_e46e44
U9512;Centre distribution Gonesse;Centre de Distribution Alimentaire;6 Parc d'Orgemont   95500 GONESSE;48.985465;2.442114;6 Parc d'Orgemont 95500 Gonesse;0.92;housenumber;95277_XXXX_f999c9
U971A;Samu social Les Abymes;Samu social;rue des écoles Raizet   97139 LES ABYMES;16.259875;-61.528407;Rue des Écoles 97139 Les Abymes;0.75;street;97101_0460_b7d4f0
U971B;Distribution CAP Les Abymes;Distribution de chèques;rue des écoles Raizet   97139 LES ABYMES;16.259875;-61.528407;Rue des Écoles 97139 Les Abymes;0.75;street;97101_0460_b7d4f0
U972A;Epicerie sociale de Saint Pierre;Epicerie sociale;45 rue de la clauriere   97200 FORT DE FRANCE;14.621777;-61.035674;45 Rue de la Rivière 97200 Fort-de-France;0.78;housenumber;97209_0026_6d1e7a
U974A;Centre distribution de St Denis;Centre de Distribution Alimentaire;120 rue Jules AUBER   97400 ST DENIS;-20.882452;55.454063;120 Rue Jules Auber 97400 Saint-Denis;0.82;housenumber;97411_0680_d6325c
U974B;Samu social de St Denis;Samu social;120, Rue JULES AUBER   97400 St Denis;-20.882452;55.454063;120 Rue Jules Auber 97400 Saint-Denis;0.82;housenumber;97411_0680_d6325c
U974C;Accueil de jour de St Denis;Accueil de jour;3 ruelle Turpin   97400 St Denis;-20.884489;55.464788;3 Ruelle Turpin 97400 Saint-Denis;0.8;housenumber;97411_1420_751faf
U974D;Centre de distribution de Saint-Benoît;Centre de Distribution Alimentaire;10 résidence ATALANTE, 2 Rue Bou   97470 St Benoit;;;;;;
U974E;Accueil de jour de Saint-Benoî;Accueil de jour;10 résidence ATALANTE 2 Rue Bouvet  97470 Saint-Benoît;-21.038278;55.721065;Rue Amiral Bouvet, RESIDENCE BEL OMBRE 97470 Saint-Benoît;0.58;street;97410_0530A061_0ee0c8
U974F;Samu social de Saint-Benoît;Samu social;10 résidence ATALANTE 2 Rue Bouvet  97470 Saint-Benoît;-21.038278;55.721065;Rue Amiral Bouvet, RESIDENCE BEL OMBRE 97470 Saint-Benoît;0.58;street;97410_0530A061_0ee0c8
