Code U2A,Libellé U2A,Action menée,Adresse
U8704,Centre de distribution de Bellac,Centre de Distribution Alimentaire,5 place Jean de la Fontaine   87300 Bellac
U8705,Centre distribution St Yrieix la Perche,Centre de Distribution Alimentaire,2 AVENUE DE LA GARE   87500 ST YRIEIX LA PERCHE
U8706,Centre de distribution de Nantiat,Centre de Distribution Alimentaire,Place d'Alsace Lorraine   87140 NANTIAT
U8707,Centre distribution Chateauponsac,Centre de Distribution Alimentaire,2 rue Henri Autef Délégation locale de Chateaupons  87290 CHATEAUPONSAC
U8708,Centre de distribution de Limoges,Centre de Distribution Alimentaire,2 RUE DE MONTHLERY Délégation locale de Limoges  87000 LIMOGES
U8709,Samu social de Limoges,Samu social,99 Avenue Baudin   87000 LIMOGES
U8710,Centre distribution St Just Le Martel,Centre de Distribution Alimentaire,35 rue du 11/11/1918   87590 ST JUST LE MARTEL
U8801,Centre de distribution de Fraize,Centre de Distribution Alimentaire,1 bis Rue DE L'EGLISE   88230 FRAIZE
U8802,Centre de distribution du Thillot,Centre de Distribution Alimentaire,15 Rue François Frémiot   88160 Le Thillot
U8803,Centre de distribution de Neufchâteau,Centre de Distribution Alimentaire,"4, Rue REBEVAL SQUARE DES ANCIENS D'INDOCHINE  88300 NEUFCHATEAU"
U8804,Centre de distribution de Vittel,Centre de Distribution Alimentaire,"10, Rue MARECHAL FOCH   88800 Vittel"
U8805,Centre distribution St Dié des Vosges,Centre de Distribution Alimentaire,"15, Rue DU MARECHAL FOCH   88100 St Dié des Vosges"
U8806,Centre distribution Saulxures/Moselotte,Centre de Distribution Alimentaire,"285, Avenue VICTOR HUGO   88290 SAULXURES SUR MOSELOTTE"
U8807,Centre distribution Gerardmer,Centre de Distribution Alimentaire,"69, Boulevard DE SAINT DIE   88400 GERARDMER"
U8808,Centre de distribution d'Epinal,Centre de Distribution Alimentaire,115 RUE NEUVE GRANGE   88000 EPINAL
U8809,Centre distribution Thaon les Vosges,Centre de Distribution Alimentaire,130 rue d'Alsace   88150 THAON LES VOSGES
U8810,FERME Centre distribution Remiremont,Centre de Distribution Alimentaire,82 Boulevard Thiers   88200 Remiremont
U8811,Centre de distribution de Bruyères,Centre de Distribution Alimentaire,11 bis Av de Lattre de Tassigny   88600 Bruyères
U8812,Centre distribution de Raon l'Etape,Centre de Distribution Alimentaire,17 rue du général Leclerc   88110 RAON L'ETAPE
U8813,Centre de distribution de Contrexeville,Centre de Distribution Alimentaire,39 rue du Dauphiné   88140 CONTREXEVILLE
U8901,Centre de distribution d'Avallon,Centre de Distribution Alimentaire,11 bis rue du Général Leclerc   89200 AVALLON
U8902,Centre de distribution d'Auxerre,Centre de Distribution Alimentaire,23 Avenue de la Puisaye Délégation locale de l'Auxerrois  89000 Auxerre
U8903,Centre de distribution de Joigny,Centre de Distribution Alimentaire,Délégation locale de Joigny  BP 305 89301 Joigny
U8904,Samu social de Migennes,Samu social,29 Av des Cosmonautes Samu Social DD de l'Yonne  89400 Migennes
U8905,Centre de distribution de Migennes,Centre de Distribution Alimentaire,29 Av des cosmonautes   89400 Migennes
U8906,Centre de distribution de St Florentin,Centre de Distribution Alimentaire,6 rue de l' Hotel de Ville Délégation locale St Florentin  89600 Saint Florentin
U8907,Centre de distribution de Sens,Centre de Distribution Alimentaire,8 bis rue du Général leclerc Délégation Nord de l'Yonne  89100 Sens
U9001,Centre de distribution de Belfort,Centre de Distribution Alimentaire,15 avenue Sarail   90000 BELFORT
U9002,Centre de distribution de Delle,Centre de Distribution Alimentaire,rue lous clerc   90100 DELLE
U9003,Centre de distribution de Giromagny,Centre de Distribution Alimentaire,1 rue de l'Eglise   90200 GIROMAGNY
U9101,Centre de distribution d'Etampes,Centre de Distribution Alimentaire,142 rue St Jacques   91150 Etampes
U9102,Centre distribution Corbeil-Essonnes,Centre de Distribution Alimentaire,100 bld de Fontainebleau   91100 CORBEIL-ESSONNES
U9103,Epicerie Sociale de Courcouronnes,Epicerie sociale,  8 rue du Marquis de Raies 91080 COURCOURONNES
U9104,Centre de distribution St Michel / Orge,Centre de Distribution Alimentaire,"76, Rue de LIERS   91240 ST MICHEL SUR ORGE"
U9105,Centre distribution St Germain/Arpajon,Centre de Distribution Alimentaire,"2, bd Eugène LAGAUCHE   91180 ST GERMAIN LES ARPAJON"
U9106,Centre de distribution Viry Chatillon,Centre de Distribution Alimentaire,9 avenue de Bellay   91170 VIRY CHATILLON
U9201,Centre distribution de Neuilly sur Seine,Centre de Distribution Alimentaire,23 rue du Château   92200 NEUILLY SUR SEINE
U9202,Samu social de Boulogne Billancourt,Samu social,11 rue de Clamart   92100 BOULOGNE BILLANCOURT
U9203,Espace bébé maman Boulogne Billancourt,Espace bébé maman,14 rue de l'Est CROIX ROUGE FRANCAISE  92100 BOULOGNE BILLANCOURT
U9204,Samu social Puteaux,Samu social,2 rue des Fusillés   92800 PUTEAUX
U9205,Distribution CAP de Boulogne Billancourt,Distribution de chèques,"14, Rue DE L'EST   92100 BOULOGNE BILLANCOURT"
U9206,Espace bebe maman de Puteaux,Espace bébé maman,2 rue des Fusillés de la Résistance  92800 PUTEAUX
U9207,A DEFINIR (CD),Centre de Distribution Alimentaire,   92 
U9208,Epicerie sociale de Suresnes,Epicerie sociale,11 rue de la Procession   92150 SURESNES
U9209,Samu social de Suresnes,Samu social,20 rue Merlin de Thionville   92150 SURESNES
U9210,Samu Social de Courbevoie,Samu social,BP 171   92406 Courbevoie cedex
U9211,Epicerie Sociale de Courbevoie,Epicerie sociale,11 Rue Carnot   92400 COURBEVOIE
U9212,Distribution de CAP de Chatenay Malabry,Distribution de chèques,   92290 CHATENAY MALABRY
U9213,Samu social de Clamart,Samu social,"183, ave de la porte de Trivaux   92140 CLAMART"
U9301,Centre de distribution Pré Saint Gervais,Centre de Distribution Alimentaire,46 rue André Joineau   93310 LE PRE ST GERVAIS
U9302,Centre de Distribution de Sevran,Centre de Distribution Alimentaire,  132 Rue Michelet 93270 SEVRAN
U9303,Centre distribution de la Courneuve,Centre de Distribution Alimentaire,90 Rue Jean Jaures   93120 LA COURNEUVE
U9304,Centre Distribution de Bondy,Centre de Distribution Alimentaire,1 rue Henry Dunant   93140 BONDY
U9305,Epicerie Sociale de Noisy le Sec,Epicerie sociale,65 RUE PIERRE SEMARD   93130 NOISY LE SEC
U9306,Centre de distribution de l'Ourcq,Centre de Distribution Alimentaire,249 rue de Meaux   93410 VAUJOURS
U9307,Centre distribution Neuilly / Rosny,Centre de Distribution Alimentaire,  3 Place Jean Mermoz 93360 NEUILLY PLAISANCE
U9308,Centre distribution du Bourget,Centre de Distribution Alimentaire,86 avenue Leclerc   93350 LE BOURGET
U9314,Epicerie sociale de Drancy,Epicerie sociale,31 bis avenue Marceau   93700 DRANCY
U9315,Centre de distribution Dugny,Centre de Distribution Alimentaire,5 avenue Louis Lariviere   93440 DUGNY
U9316,Centre de distribution Livry Gargan,Centre de Distribution Alimentaire,81 av du Colonel Fabien Centre Pierre Grandgirard  93190 LIVRY GARGAN
U9317,Centre de distribution de Le Raincy,Centre de Distribution Alimentaire,25 allée du Jardin Anglais   93340 LE RAINCY
U9318,A DEFINIR,Centre de Distribution Alimentaire,249 rue de Meaux   93410 VAUJOURS
U9401,Centre de distribution Vitry-sur-Seine,Centre de Distribution Alimentaire,138 rue Malleret Joinville BP 74  94403 Vitry-sur-Seine
U9402,Centre de distribution Villeneuve-le-Roi,Centre de Distribution Alimentaire,41/43 rue du Maréchal Maunoury   94290 VILLENEUVE LE ROI
U9403,Centre distribution Le Plessis Trévise,Centre de Distribution Alimentaire,22 Avenue du général de Gaulle   94420 LE PLESSIS TREVISE
U9404,Centre de distribution Ivry sur Seine,Centre de Distribution Alimentaire,40 RUE JEAN JACQUES ROUSSEAU   94200 IVRY SUR SEINE
U95,DD de Val d'Oise,Distribution de chèques,"1 BIS, Rue HENRI DUNANT   95460 EZANVILLE"
U9501,Distribution CAP Eaubonne,Distribution de chèques,7 Rue Jeanne Robillon   95600 EAUBONNE
U9502,A DEFINIR,Accueil et Orientation,    
U9503,Centre distribution Soisy ss Montmorency,Centre de Distribution Alimentaire,5 rue du jardin renard Residence Edmond Dobler  95230 SOISY SOUS MONTMORENCY
U9504,Centre de distribution d'Argenteuil,Centre de Distribution Alimentaire,2 rue Paul Vaillant-Couturier   95100 ARGENTEUIL
U9505,Accueil de jour d'Ezanville,Accueil de jour,1 BIS RUE HENRI DUNANT   95460 EZANVILLE
U9506,Centre distribution St Brice S/Forêt,Centre de Distribution Alimentaire,79 rue de Paris   95350 Saint Brice S/Forêt
U9507,Centre de distribution de Pontoise,Centre de Distribution Alimentaire,13 bis avenue ile de france   95300 PONTOISE
U9508,Centre de distribution de Bezons,Centre de Distribution Alimentaire,4 Allée des Tournesols   95870 BEZONS
U9509,Centre de distribution de Montmorency,Centre de Distribution Alimentaire,2 rue Corneille    
U9510,Centre de distribution de Sarcelles,Centre de Distribution Alimentaire,12 Allée BERNARD PALISSY   95200 SARCELLES
U9511,Centre de distribution de Taverny,Centre de Distribution Alimentaire,4 Rue Gambetta   95150 TAVERNY
U9512,Centre distribution Gonesse,Centre de Distribution Alimentaire,6 Parc d'Orgemont   95500 GONESSE
U971A,Samu social Les Abymes,Samu social,rue des écoles Raizet   97139 LES ABYMES
U971B,Distribution CAP Les Abymes,Distribution de chèques,rue des écoles Raizet   97139 LES ABYMES
U972A,Epicerie sociale de Saint Pierre,Epicerie sociale,45 rue de la clauriere   97200 FORT DE FRANCE
U974A,Centre distribution de St Denis,Centre de Distribution Alimentaire,120 rue Jules AUBER   97400 ST DENIS
U974B,Samu social de St Denis,Samu social,"120, Rue JULES AUBER   97400 St Denis"
U974C,Accueil de jour de St Denis,Accueil de jour,3 ruelle Turpin   97400 St Denis
U974D,Centre de distribution de Saint-Benoît,Centre de Distribution Alimentaire,"10 résidence ATALANTE, 2 Rue Bou   97470 St Benoit"
U974E,Accueil de jour de Saint-Benoî,Accueil de jour,10 résidence ATALANTE 2 Rue Bouvet  97470 Saint-Benoît
U974F,Samu social de Saint-Benoît,Samu social,10 résidence ATALANTE 2 Rue Bouvet  97470 Saint-Benoît
